date,open,high,low,close,volume,increase,increaserate,change,PE,PB,A-index,communicaiton-index,label
2011/11/18,-0.271732472,-0.282668262,-0.30018728,-0.30905713,-0.662198071,-0.62278688,-0.857071419,-0.669487879,0.370124691,-0.243751644,-0.956478596,-0.951037794,0
2011/11/17,-0.283582616,-0.267599462,-0.24584783,-0.257128325,-0.645157726,0.35663952,0.465549102,-0.648866699,0.38857955,-0.194361743,-0.891454072,-0.911649681,1
2011/11/16,-0.244477141,-0.2536898,-0.268791154,-0.287813528,-0.611652723,-0.482868822,-0.666421812,-0.608297435,0.377673865,-0.223543257,-0.894494185,-0.915059042,0
2011/11/15,-0.282397602,-0.269917739,-0.257923263,-0.247686724,-0.689863951,0.510549383,0.676313934,-0.702959052,0.391936059,-0.185388616,-0.832130028,-0.887871433,1
2011/11/14,-0.322688091,-0.309328447,-0.290526934,-0.291354128,-0.748243314,0.678451051,0.930620216,-0.773572825,0.376417651,-0.226936456,-0.841022949,-0.910052883,1
2011/11/11,-0.32505812,-0.358012264,-0.321923061,-0.349183935,-0.841544799,-0.119081874,-0.186148573,-0.886469195,0.355862496,-0.28198169,-0.89958321,-0.942117884,0
2011/11/10,-0.342833336,-0.345261741,-0.317092887,-0.339742334,-0.780895759,-0.258999931,-0.377901847,-0.813101852,0.359219006,-0.273008563,-0.895543314,-0.940368908,0
2011/11/9,-0.316763019,-0.31512414,-0.326753234,-0.318498731,-0.666164891,0.090795212,0.105824802,-0.674260734,0.366768181,-0.252724771,-0.868145822,-0.932161381,1
2011/11/8,-0.226701925,-0.247894107,-0.29656465,-0.326760132,-0.618407764,-1.112500079,-1.499476929,-0.616496954,0.36383173,-0.260642236,-0.904989763,-0.951848226,0
2011/11/7,-0.262252357,-0.239780138,-0.228942223,-0.233524322,-0.681325737,0.090795212,0.10069809,-0.692617867,0.396968842,-0.171891223,-0.881282458,-0.917138596,1
2011/11/4,-0.252772241,-0.2536898,-0.232564853,-0.241785723,-0.622538544,0.482565771,0.635656258,-0.62145338,0.394032392,-0.179733283,-0.867836876,-0.917584924,1
2011/11/3,-0.257512299,-0.236302722,-0.24584783,-0.283092728,-0.43317617,-0.021139234,-0.049009024,-0.392356356,0.379350139,-0.219094396,-0.882786424,-0.931094071,0
2011/11/2,-0.398529014,-0.316283278,-0.372639881,-0.281912527,-0.545119125,0.958287166,1.331714235,-0.527832,0.379770198,-0.217963329,-0.892715601,-0.931226677,1
2011/11/1,-0.415119215,-0.371921926,-0.384715314,-0.363346336,-0.730803421,0.314664103,0.429768924,-0.752462122,0.350829713,-0.295479083,-0.934805185,-0.976750441,1
2011/10/31,-0.385493855,-0.397422973,-0.372639881,-0.390490939,-0.711237733,-0.03513104,-0.069943099,-0.72878142,0.341184206,-0.321267398,-0.936204023,-0.993550109,0
2011/10/28,-0.419859273,-0.398582112,-0.384715314,-0.388130539,-0.497083587,0.524541189,0.745310934,-0.469701078,0.342024324,-0.319005265,-0.947592111,-0.998525551,1
2011/10/27,-0.437634489,-0.447265928,-0.420941615,-0.432978143,-0.734601005,0.0628116,0.072323163,-0.757051405,0.326085857,-0.361684172,-0.998383671,-1.022741979,1
