DATE,CLOSE,PREDICT
2015/1/26,19.68,18
2015/1/27,20.38,20
2015/1/28,20.09,20
2015/1/29,19.68,19
2015/1/30,19.32,18
2015/2/2,19.18,18
2015/2/3,18.66,17
2015/2/4,19.13,18
2015/2/5,18.63,17
2015/2/6,18.74,18
2015/2/9,18.24,17
2015/2/10,18.3,16
2015/2/11,18.74,16
2015/2/12,19.7,19
2015/2/13,19.58,18
2015/2/16,19.69,18
2015/2/17,20.63,20
2015/2/25,20.23,20
2015/2/26,19.66,18
2015/2/27,20,18
2015/3/2,20.56,20
2015/3/3,20.45,20
2015/3/4,19.8,18
2015/3/5,20.17,19
2015/3/6,19.9,19
2015/3/9,19.56,18
2015/3/10,19.98,19
2015/3/11,19.86,19
2015/3/12,19.71,18
2015/3/13,19.85,18
2015/3/16,20.15,19
2015/3/17,20.41,19
2015/3/18,20.76,19
2015/3/19,21.06,20
2015/3/20,20.9,20
2015/3/23,20.93,19
2015/3/24,21.89,21
2015/3/25,22.53,22
2015/3/26,22.21,22
2015/3/27,21.92,21
2015/3/30,21.86,21
2015/3/31,22.3,22
2015/4/1,21.86,20
2015/4/2,22.67,22
2015/4/3,22.42,22
2015/4/7,22.33,21
2015/4/8,23.33,22
2015/4/9,24.34,25
2015/4/10,23.76,23
2015/4/13,24.2,24
2015/4/14,24.41,25
2015/4/15,23.77,23
2015/4/16,23.81,23
2015/4/17,25.21,25
2015/4/20,26.13,26
2015/4/21,27.22,28
2015/4/22,28.28,29
2015/4/23,28.27,29
2015/4/24,29.28,31
2015/4/27,28.77,30
2015/4/28,29.13,31
2015/4/29,27.96,28
2015/4/30,30.76,33
2015/5/4,31.15,33
2015/5/5,30.9,34
2015/5/6,28.5,30
2015/5/7,27.73,29
2015/5/8,27.77,28
2015/5/11,29.48,31
2015/5/12,30.18,32
2015/5/13,30.53,32
2015/5/14,32.5,34
2015/5/15,32.3,35
2015/5/18,30.75,32
2015/5/19,31.6,33
2015/5/20,31.78,33
2015/5/21,31.96,33
2015/5/22,32.98,35
2015/5/25,32.92,34
2015/5/26,34.18,35
2015/5/27,34.56,36
2015/5/28,33.69,36
2015/5/29,30.68,31
2015/6/1,30.88,31
2015/6/2,31.93,32
2015/6/3,32.48,33
2015/6/4,31.75,32
2015/6/5,31.63,32
2015/6/8,31.91,33
2015/6/9,31.63,32
2015/6/10,32.22,33
2015/6/11,32.84,33
2015/6/12,33.2,34
2015/6/15,32.61,33
2015/6/16,30.76,32
2015/6/17,29.1,29
2015/6/18,30,31
2015/6/19,28.47,30
2015/6/23,26.04,25
2015/6/24,27.17,27
2015/6/25,27.54,28
2015/6/26,26.25,27
2015/6/29,23.63,24
2015/6/30,21.65,19
2015/7/1,23.81,23
2015/7/2,23.38,24
2015/7/3,22.5,23
2015/7/6,21.3,20
2015/7/7,22.13,23
2015/7/8,19.96,20
2015/7/9,17.96,16
2015/7/10,17.96,16
2015/7/13,17.96,16
2015/7/14,17.96,15
2015/7/15,19.76,17
2015/7/16,21.74,20
2015/7/17,22.19,22
2015/7/20,19.79,18
2015/7/21,20.66,20
2015/7/22,20.84,20
2015/7/23,21.53,21
2015/7/24,21.9,22
2015/7/27,21.37,22
2015/7/28,19.23,18
2015/7/29,19.24,17
2015/7/30,20.62,21
2015/7/31,19.99,19
2015/8/3,19.98,20
2015/8/4,19,17
2015/8/5,20.55,20
2015/8/6,19.96,20
2015/8/7,19.78,18
2015/8/10,20.65,19
2015/8/11,21.61,21
2015/8/12,21.32,21
2015/8/13,20.88,20
2015/8/14,21.36,21
2015/8/17,21.32,21
2015/8/18,21.48,22
2015/8/19,19.33,18
2015/8/20,19.77,19
2015/8/21,19.46,20
2015/8/24,18.15,18
2015/8/25,16.34,16
2015/8/26,14.71,13
2015/8/27,14.5,11
2015/8/28,15.95,13
2015/8/31,17.04,16
2015/9/1,16.75,15
2015/9/2,16.59,15
2015/9/7,16.64,16
2015/9/8,16.06,13
2015/9/9,16.87,15
2015/9/10,17.23,16
2015/9/11,16.79,15
2015/9/14,17.01,16
2015/9/15,15.97,15
2015/9/16,14.91,12
2015/9/17,16.23,15
2015/9/18,15.79,14
2015/9/21,16.08,14
2015/9/22,16.6,15
2015/9/23,16.62,15
2015/9/24,16.24,14
2015/9/25,16.6,16
2015/9/28,15.83,14
2015/9/29,15.98,15
2015/9/30,15.53,14
2015/10/8,15.6,13
2015/10/9,16.18,14
2015/10/12,16.53,14
2015/10/13,17.22,16
2015/10/14,17.19,16
2015/10/15,17.19,15
2015/10/16,17.89,17
2015/10/19,17.78,17
2015/10/20,17.53,16
2015/10/21,18.13,18
2015/10/22,16.85,15
2015/10/23,17.21,15
2015/10/26,17.63,16
2015/10/27,17.81,17
2015/10/28,17.61,16
2015/10/29,17.75,16
2015/10/30,17.91,17
2015/11/2,17.85,17
2015/11/3,17.38,16
2015/11/4,17.29,15
2015/11/5,18.28,17
2015/11/6,18.52,16
2015/11/9,19.68,19
2015/11/10,19.69,19
2015/11/11,19.32,18
2015/11/12,19.4,19
2015/11/13,18.99,18
2015/11/16,18.75,17
2015/11/17,19.29,19
2015/11/18,18.69,18
2015/11/19,18.4,17
2015/11/20,18.72,18
2015/11/23,18.89,18
2015/11/24,18.44,17
2015/11/25,19.02,18
2015/11/26,19.04,18
2015/11/27,18.8,19
2015/11/30,17.58,17
2015/12/1,17.48,16
2015/12/2,17.69,16
2015/12/3,18.18,17
2015/12/4,18.14,17
2015/12/7,17.73,16
2015/12/8,17.99,17
2015/12/9,17.5,16
2015/12/10,17.52,16
2015/12/11,17.66,17
2015/12/14,17.68,16
2015/12/15,18.1,16
2015/12/16,18.7,18
2015/12/17,18.35,17
2015/12/18,18.63,18
2015/12/21,18.78,17
2015/12/22,19.41,19
2015/12/23,19.11,18
2015/12/24,18.8,18
2015/12/25,18.9,18
2015/12/28,19.01,19
2015/12/29,18.36,17
2015/12/30,18.61,17
2015/12/31,19.15,19
2016/1/4,18.63,18
2016/1/5,16.92,15
2016/1/6,17.22,15
2016/1/7,17.38,17
2016/1/8,15.78,13
2016/1/11,16.23,15
2016/1/12,15.47,13
2016/1/13,15.57,14
2016/1/14,15.22,12
2016/1/15,15.6,14
2016/1/18,14.99,12
2016/1/19,15.14,12
2016/1/20,15.55,13
2016/1/21,15.7,14
2016/1/22,15.51,13
2016/1/25,15.79,14
2016/1/26,15.8,14
2016/1/27,14.52,12
2016/1/28,14.53,13
2016/1/29,13.85,11
2016/2/1,14.34,12
2016/2/2,14.18,11
2016/2/3,14.55,12
2016/2/4,14.41,12
2016/2/5,14.61,12
2016/2/15,14.46,12
2016/2/16,14.18,11
2016/2/17,14.77,12
2016/2/18,15.04,13
2016/2/19,14.9,12
2016/2/22,15.1,12
2016/2/23,15.36,13
2016/2/24,15.16,13
2016/2/25,15.39,14
2016/2/26,14.14,11
2016/2/29,14.3,12
2016/3/1,13.68,11
2016/3/2,14.02,10
2016/3/3,15.02,12
2016/3/4,15.28,13
2016/3/7,15.06,13
2016/3/8,15.06,13
2016/3/9,15.06,13
2016/3/10,15.06,13
2016/3/11,15.06,13
2016/3/14,15.06,13
2016/3/15,15.06,13
2016/3/16,15.06,13
2016/3/17,15.06,13
2016/3/18,15.06,13
2016/3/21,15.06,13
2016/3/22,15.06,13
2016/3/23,15.06,13
2016/3/24,15.06,13
2016/3/25,15.06,13
2016/3/28,15.06,13
2016/3/29,15.06,13
2016/3/30,15.06,13
2016/3/31,15.06,13
2016/4/1,15.06,13
2016/4/5,15.06,13
2016/4/6,15.06,13
2016/4/7,15.06,12
2016/4/8,15.22,13
2016/4/11,14.51,12
2016/4/12,14.65,12
2016/4/13,14.3,11
2016/4/14,14.67,12
2016/4/15,14.83,13
2016/4/18,14.74,13
2016/4/19,14.43,12
2016/4/20,14.41,12
2016/4/21,13.88,11
2016/4/22,13.93,11
2016/4/25,14.01,11
2016/4/26,14.16,12
2016/4/27,14.21,12
2016/4/28,14.05,12
2016/4/29,14.07,11
2016/5/3,14.23,11
2016/5/4,14.61,12
2016/5/5,14.48,12
2016/5/6,14.59,13
2016/5/9,13.96,12
2016/5/10,13.58,11
2016/5/11,13.65,11
2016/5/12,13.62,11
2016/5/13,13.71,11
2016/5/16,13.59,11
2016/5/17,13.63,11
2016/5/18,13.5,11
2016/5/19,13.36,11
2016/5/20,13.23,10
2016/5/23,13.27,11
2016/5/24,13.34,11
2016/5/25,13.18,10
2016/5/26,13.29,11
2016/5/27,13.28,11
2016/5/30,13.29,11
2016/5/31,13.29,10
2016/6/1,13.78,11
2016/6/2,13.72,11
2016/6/3,13.78,11
2016/6/6,13.95,11
2016/6/7,13.98,12
2016/6/8,13.8,11
2016/6/13,13.81,12
2016/6/14,13.18,10
2016/6/15,13.2,10
2016/6/16,13.47,11
2016/6/17,13.31,10
2016/6/20,13.75,11
2016/6/21,13.67,11
2016/6/22,13.52,11
2016/6/23,13.7,11
2016/6/24,13.93,12
2016/6/27,13.63,10
2016/6/28,14.18,11
2016/6/29,14.42,12
2016/6/30,14.32,12
2016/7/1,14.34,12
2016/7/4,14.2,11
2016/7/5,14.42,12
2016/7/6,14.38,12
2016/7/7,14.36,12
2016/7/8,14.25,12
2016/7/11,14.18,12
2016/7/12,14.23,11
2016/7/13,14.75,12
2016/7/14,14.89,13
2016/7/15,14.78,12
2016/7/18,14.55,11
2016/7/19,15,13
2016/7/20,14.88,12
2016/7/21,15.02,13
2016/7/22,14.99,13
2016/7/25,14.72,12
2016/7/26,15.13,13
2016/7/27,15.15,13
2016/7/28,14.55,12
2016/7/29,14.81,13
2016/8/1,14.56,12
2016/8/2,14.21,12
2016/8/3,14.32,12
2016/8/4,14.32,12
2016/8/5,14.35,12
2016/8/8,14.45,12
2016/8/9,14.87,13
2016/8/10,14.84,13
2016/8/11,14.72,13
2016/8/12,14.65,12
2016/8/15,14.89,12
2016/8/16,15.18,13
2016/8/17,15.16,13
2016/8/18,15.03,13
2016/8/19,14.96,13
2016/8/22,14.89,13
2016/8/23,14.7,12
2016/8/24,14.7,13
2016/8/25,14.7,12
2016/8/26,14.7,12
2016/8/29,14.7,13
2016/8/30,14.66,12
2016/8/31,14.67,12
2016/9/1,14.68,12
2016/9/2,14.78,13
2016/9/5,14.67,12
2016/9/6,14.71,12
2016/9/7,14.94,13
2016/9/8,15.01,13
2016/9/9,15.11,13
2016/9/12,14.86,13
2016/9/13,14.49,12
2016/9/14,14.6,12
2016/9/19,14.5,12
2016/9/20,14.7,12
2016/9/21,14.76,13
2016/9/22,14.8,13
2016/9/23,14.85,13
2016/9/26,14.75,13
2016/9/27,14.52,12
2016/9/28,14.69,12
2016/9/29,14.7,12
2016/9/30,14.71,12
2016/10/10,14.78,12
2016/10/11,15.09,13
2016/10/12,15.12,13
2016/10/13,15,13
2016/10/14,14.94,13
2016/10/17,14.99,13
2016/10/18,14.73,12
2016/10/19,14.98,13
2016/10/20,14.92,13
2016/10/21,14.86,13
2016/10/24,14.96,12
2016/10/25,15.37,13
2016/10/26,15.43,13
2016/10/27,15.34,13
2016/10/28,15.39,13
2016/10/31,15.48,14
2016/11/1,15.3,13
2016/11/2,15.32,13
2016/11/3,15.38,13
2016/11/4,15.43,13
2016/11/7,15.44,13
2016/11/8,15.63,12
2016/11/9,16.32,14
2016/11/10,16.2,14
2016/11/11,16.35,14
2016/11/14,16.84,15
2016/11/15,16.65,15
2016/11/16,16.77,15
2016/11/17,16.44,14
2016/11/18,16.6,15
2016/11/21,16.22,14
2016/11/22,16.41,14
2016/11/23,16.73,15
2016/11/24,16.65,14
2016/11/25,16.95,15
2016/11/28,17.32,16
2016/11/29,17.17,15
2016/11/30,16.9,15
2016/12/1,16.84,14
2016/12/2,17.54,16
2016/12/5,17.14,16
2016/12/6,16.33,14
2016/12/7,16.29,14
2016/12/8,16.38,15
2016/12/9,16.32,14
2016/12/12,16.29,15
2016/12/13,15.56,13
2016/12/14,15.6,14
2016/12/15,15.49,14
2016/12/16,15.26,13
2016/12/19,15.5,13
2016/12/20,15.58,14
2016/12/21,15.48,13
2016/12/22,15.86,14
2016/12/23,15.94,14
2016/12/26,15.5,13
2016/12/27,15.93,14
2016/12/28,15.99,14
2016/12/29,15.71,13
2016/12/30,15.81,14
2017/1/3,15.95,11
2017/1/4,16.2,12
2017/1/5,16.15,12
2017/1/6,15.88,12
2017/1/9,15.63,12
2017/1/10,15.05,11
2017/1/11,15,11
2017/1/12,14.93,10
2017/1/13,15.17,11
2017/1/16,14.9,11
2017/1/17,14.64,10
2017/1/18,14.79,10
2017/1/19,14.99,11
2017/1/20,14.86,10
2017/1/23,14.98,11
2017/1/24,14.99,11
2017/1/25,15.08,11
2017/1/26,15.29,11
2017/2/3,15.15,11
2017/2/6,15,11
2017/2/7,15.07,11
2017/2/8,14.93,11
2017/2/9,14.99,11
2017/2/10,15.15,11
2017/2/13,15.21,11
2017/2/14,15.27,11
2017/2/15,15.51,11
2017/2/16,15.37,11
2017/2/17,15.4,11
2017/2/20,15.18,10
2017/2/21,15.68,11
2017/2/22,15.71,12
2017/2/23,15.52,11
2017/2/24,15.66,11
2017/2/27,15.59,11
2017/2/28,15.65,11
2017/3/1,15.8,12
2017/3/2,15.75,12
2017/3/3,15.62,11
2017/3/6,15.57,11
2017/3/7,15.56,11
2017/3/8,15.28,11
2017/3/9,15.28,11
2017/3/10,15.28,11
2017/3/13,15.28,11
2017/3/14,15.28,11
2017/3/15,15.28,11
2017/3/16,15.28,10
2017/3/17,16.81,11
2017/3/20,17.16,12
2017/3/21,17.22,13
2017/3/22,17.05,12
2017/3/23,17.3,13
2017/3/24,17.4,12
2017/3/27,17.9,14
2017/3/28,17.53,13
2017/3/29,17.51,13
2017/3/30,17.05,13
2017/3/31,17,13
2017/4/5,16.96,12
2017/4/6,17.33,13
2017/4/7,17.29,13
2017/4/10,17.26,13
2017/4/11,17.35,13
2017/4/12,17.3,13
2017/4/13,17.05,13
2017/4/14,16.96,13
2017/4/17,16.79,12
2017/4/18,16.85,12
2017/4/19,16.85,12
2017/4/20,17.25,13
2017/4/21,17.25,13
2017/4/24,17.25,13
2017/4/25,17.25,12
2017/4/26,17.66,13
2017/4/27,17.92,13
2017/4/28,17.87,13
2017/5/2,17.76,13
2017/5/3,17.64,13
2017/5/4,17.82,13
2017/5/5,17.83,14
2017/5/8,17.6,14
2017/5/9,17.03,12
2017/5/10,17.16,13
2017/5/11,16.81,12
2017/5/12,17.3,13
2017/5/15,17.24,12
2017/5/16,17.44,11
2017/5/17,18.94,14
2017/5/18,18.97,14
2017/5/19,19.04,14
2017/5/22,19.12,15
2017/5/23,19,14
2017/5/24,19,14
2017/5/25,18.98,13
2017/5/26,19.92,16
2017/5/31,19.38,15
2017/6/1,19.53,15
2017/6/2,19.55,15
2017/6/5,19.75,15
2017/6/6,19.62,15
2017/6/7,19.81,14
2017/6/8,20.59,16
2017/6/9,20.63,16
2017/6/12,20.98,16
2017/6/13,20.99,17
2017/6/14,20.95,17
2017/6/15,20.79,16
2017/6/16,21.3,17
2017/6/19,21.44,17
2017/6/20,21.61,17
2017/6/21,21.86,16
2017/6/22,22.81,19
2017/6/23,22.4,17
2017/6/26,23.55,19
2017/6/27,23.85,19
2017/6/28,23.97,20
2017/6/29,23.83,19
2017/6/30,23.97,20
2017/7/3,23.74,20
2017/7/4,22.6,18
2017/7/5,22.64,17
2017/7/6,23.52,19
2017/7/7,23.25,19
2017/7/10,23.19,19
2017/7/11,22.45,18
2017/7/12,22.61,17
2017/7/13,23.41,19
2017/7/14,23.22,18
2017/7/17,23.97,21
2017/7/18,22.9,19
2017/7/19,22.07,17
2017/7/20,22.67,17
2017/7/21,23.58,19
2017/7/24,23.66,19
2017/7/25,23.97,20
2017/7/26,23.12,19
2017/7/27,22.92,19
2017/7/28,22.75,18
2017/7/31,23.25,19
2017/8/1,22.95,19
2017/8/2,22.82,18
2017/8/3,22.85,19
2017/8/4,22.14,18
2017/8/7,21.84,17
2017/8/8,22.12,18
2017/8/9,22.28,17
2017/8/10,22.68,19
2017/8/11,22.48,19
2017/8/14,21.88,17
2017/8/15,21.77,17
2017/8/16,21.84,17
2017/8/17,22.43,17
2017/8/18,22.95,18
2017/8/21,23.25,19
2017/8/22,23.03,19
2017/8/23,22.87,19
2017/8/24,22.86,19
2017/8/25,22.82,18
2017/8/28,22.91,18
2017/8/29,23.69,19
2017/8/30,23.72,19
2017/8/31,24.03,20
2017/9/1,23.86,20
2017/9/4,23.68,19
2017/9/5,24.39,20
2017/9/6,24.36,20
2017/9/7,24.95,21
2017/9/8,24.46,19
2017/9/11,25.35,21
2017/9/12,25.3,21
2017/9/13,24.94,21
2017/9/14,24.93,21
2017/9/15,24.55,20
2017/9/18,24.62,20
2017/9/19,24.94,21
2017/9/20,24.52,20
2017/9/21,24.78,20
2017/9/22,24.97,20
2017/9/25,26.7,23
2017/9/26,26.25,22
2017/9/27,26.58,22
2017/9/28,28.02,24
2017/9/29,28.15,24
2017/10/9,28.3,24
2017/10/10,29.98,26
2017/10/11,30.1,27
2017/10/12,28.89,25
2017/10/13,29.17,26
2017/10/16,29.5,26
2017/10/17,30.45,27
2017/10/18,30.46,27
2017/10/19,30.63,29
2017/10/20,28.38,25
2017/10/23,28.66,25
2017/10/24,28.49,25
2017/10/25,27.72,24
2017/10/26,28.27,24
2017/10/27,30,27
2017/10/30,30.08,26
2017/10/31,31.5,28
2017/11/1,32.29,30
2017/11/2,31.58,29
2017/11/3,32.12,29
2017/11/6,32.75,30
2017/11/7,34,32
2017/11/8,33.65,32
2017/11/9,32.81,30
2017/11/10,34.94,33
2017/11/13,35.26,33
2017/11/14,36.59,35
2017/11/15,36.57,35
2017/11/16,36.02,34
2017/11/17,37.9,37
2017/11/20,36.05,33
2017/11/21,39.25,37
2017/11/22,40.04,39
2017/11/23,40.15,39
2017/11/24,38.81,38
2017/11/27,38.18,38
2017/11/28,34.36,32
2017/11/29,35.52,34
2017/11/30,34.22,33
2017/12/1,33.08,31
2017/12/4,33.56,31
2017/12/5,34.92,33
2017/12/6,34.02,32
2017/12/7,34.57,33
2017/12/8,33.86,31
2017/12/11,35.31,33
2017/12/12,37.27,36
2017/12/13,37.09,35
2017/12/14,38.1,37
2017/12/15,38.29,37
2017/12/18,37,36
2017/12/19,34.97,33
2017/12/20,35.66,34
2017/12/21,35.39,33
2017/12/22,37.85,36
2017/12/25,38.07,37
2017/12/26,37.21,36
2017/12/27,37.2,36
2017/12/28,36.18,35
2017/12/29,36.22,35
2018/1/2,36.36,41
2018/1/3,35.73,40
2018/1/4,36.69,41
2018/1/5,36.9,41
2018/1/8,36.04,40
2018/1/9,35.57,40
2018/1/10,36.35,41
2018/1/11,35.92,40
2018/1/12,36.42,41
2018/1/15,35.82,40
2018/1/16,36.41,40
2018/1/17,38.6,43
2018/1/18,36.98,42
2018/1/19,36.57,41
2018/1/22,36.49,41
2018/1/23,36.43,41
2018/1/24,36.38,41
2018/1/25,37.05,42
2018/1/26,36.06,40
2018/1/29,35,40
2018/1/30,31.71,35
2018/1/31,31.1,34
2018/2/1,31.12,35
2018/2/2,28.01,29
2018/2/5,28.82,30
2018/2/6,29.28,32
2018/2/7,28.45,30
2018/2/8,28.71,30
2018/2/9,29.65,32
2018/2/12,28.45,30
2018/2/13,29.42,31
2018/2/14,29.74,32
2018/2/22,30.5,33
2018/2/23,31.22,34
2018/2/26,31.32,34
2018/2/27,32.55,36
2018/2/28,32.37,36
2018/3/1,32.24,35
2018/3/2,32.35,36
2018/3/5,31.52,34
2018/3/6,32.15,35
2018/3/7,33.3,37
2018/3/8,32.67,36
2018/3/9,32.68,36
2018/3/12,33.62,37
2018/3/13,33.99,38
2018/3/14,33.15,37
2018/3/15,32.72,36
2018/3/16,32.81,36
2018/3/19,32.01,35
2018/3/20,31.74,35
2018/3/21,32.05,35
2018/3/22,31.65,35
2018/3/23,31.36,35
2018/3/26,29.01,31
2018/3/27,29.49,31
2018/3/28,30.43,33
2018/3/29,29.62,32
2018/3/30,29.84,32
2018/4/2,30.15,32
2018/4/3,30.82,34
2018/4/4,30.09,32
2018/4/9,29.99,32
2018/4/10,29.96,32
2018/4/11,30.7,33
2018/4/12,31.64,35
2018/4/13,31.2,34
2018/4/16,31.2,34
2018/4/17,31.31,34
2018/4/18,31.31,34
2018/4/19,31.31,34
2018/4/20,31.31,34
2018/4/23,31.31,34
2018/4/24,31.31,34
2018/4/25,31.31,34
2018/4/26,31.31,34
2018/4/27,31.31,34
2018/5/2,31.31,34
2018/5/3,31.31,34
2018/5/4,31.31,34
2018/5/7,31.31,34
2018/5/8,31.31,34
2018/5/9,31.31,34
2018/5/10,31.31,34
2018/5/11,31.31,34
2018/5/14,31.31,34
2018/5/15,31.31,34
2018/5/16,31.31,34
2018/5/17,31.31,34
2018/5/18,31.31,34
2018/5/21,31.31,34
2018/5/22,31.31,34
2018/5/23,31.31,34
2018/5/24,31.31,34
2018/5/25,31.31,34
2018/5/28,31.31,34
2018/5/29,31.31,34
2018/5/30,31.31,34
2018/5/31,31.31,34
2018/6/1,31.31,34
2018/6/4,31.31,34
2018/6/5,31.31,34
2018/6/6,31.31,34
2018/6/7,31.31,34
2018/6/8,31.31,34
2018/6/11,31.31,34
2018/6/12,31.31,34
2018/6/13,31.31,35
2018/6/14,28.18,31
2018/6/15,25.36,27
2018/6/19,22.82,23
2018/6/20,20.54,20
2018/6/21,18.49,17
2018/6/22,16.64,15
2018/6/25,14.98,13
2018/6/26,13.48,10
2018/6/27,13.28,10
2018/6/28,12.85,9
2018/6/29,12.92,9
2018/7/2,13.03,10
2018/7/3,12.23,8
2018/7/4,13.45,10
2018/7/5,13.8,11
2018/7/6,13,9
2018/7/9,13.04,9
2018/7/10,13.1,10
2018/7/11,12.69,10
2018/7/12,12.1,8
2018/7/13,13.31,10
2018/7/16,14.1,10
2018/7/17,15.51,12
2018/7/18,17.06,15
2018/7/19,16.53,13
2018/7/20,16.85,14
2018/7/23,16.52,13
2018/7/24,16.62,14
2018/7/25,16.68,14
2018/7/26,16.31,14
2018/7/27,15.34,12
2018/7/30,15.43,13
2018/7/31,15.08,12
2018/8/1,14.6,11
2018/8/2,14.67,12
2018/8/3,14.03,11
2018/8/6,13.35,10
2018/8/7,13.2,9
2018/8/8,13.7,11
2018/8/9,13,9
2018/8/10,14.3,11
2018/8/13,14.5,10
2018/8/14,15.39,11
2018/8/15,16.3,14
2018/8/16,15.62,12
2018/8/17,15.86,13
2018/8/20,15.9,12
2018/8/21,16.33,13
2018/8/22,16.34,14
2018/8/23,16.03,12
2018/8/24,17.38,15
2018/8/27,17.14,13
2018/8/28,18.4,15
2018/8/29,18.95,16
2018/8/30,19.45,18
2018/8/31,18.95,17
2018/9/3,19.09,18
2018/9/4,18.15,15
2018/9/5,18.55,16
2018/9/6,18.81,17
2018/9/7,18.69,17
2018/9/10,18.09,17
2018/9/11,17.06,14
2018/9/12,17.45,15
2018/9/13,17.26,14
2018/9/14,18.55,16
2018/9/17,18.36,16
2018/9/18,18.34,16
2018/9/19,18.44,16
2018/9/20,18.18,16
2018/9/21,18.29,16
2018/9/25,18.59,16
2018/9/26,18.73,16
2018/9/27,18.92,17
2018/9/28,18.38,16
2018/10/8,18.3,17
2018/10/9,16.81,14
2018/10/10,16.8,14
2018/10/11,16.85,15
2018/10/12,15.17,12
2018/10/15,15.6,12
2018/10/16,15.97,13
2018/10/17,15.7,12
2018/10/18,16.18,14
2018/10/19,15.7,12
2018/10/22,16.57,13
2018/10/23,17.79,16
2018/10/24,17.34,15
2018/10/25,17.29,15
2018/10/26,17.44,15
2018/10/29,17.25,14
2018/10/30,17.45,15
2018/10/31,16.89,14
2018/11/1,16.93,14
2018/11/2,17.2,14
2018/11/5,18.34,16
2018/11/6,18.23,15
2018/11/7,19.03,16
2018/11/8,19.59,18
2018/11/9,19.4,17
2018/11/12,19.87,18
2018/11/13,20.2,18
2018/11/14,20.3,19
2018/11/15,19.87,18
2018/11/16,20.2,17
2018/11/19,21.79,21
2018/11/20,21.73,22
2018/11/21,20.51,19
2018/11/22,20.8,20
2018/11/23,20.46,20
2018/11/26,19.77,17
2018/11/27,20.43,18
2018/11/28,20.99,20
2018/11/29,20.56,20
2018/11/30,19.49,17
2018/12/3,19.87,17
2018/12/4,21.44,20
2018/12/5,21.27,20
2018/12/6,21.09,21
2018/12/7,19.89,18
2018/12/10,19.99,18
2018/12/11,20.04,18
2018/12/12,20.34,19
2018/12/13,20,18
2018/12/14,20.2,19
2018/12/17,19.65,18
2018/12/18,19.25,17
2018/12/19,19.1,17
2018/12/20,19.02,17
2018/12/21,19.36,18
2018/12/24,19.24,16
2018/12/25,20.26,18
2018/12/26,20.36,19
2018/12/27,19.86,18
2018/12/28,19.9,19
2019/1/2,19.59,17
2019/1/3,19.56,17
2019/1/4,18.78,15
2019/1/7,19.2,15
2019/1/8,20.02,17
2019/1/9,19.9,17
2019/1/10,19.92,17
2019/1/11,20.07,17
2019/1/14,20.51,18
2019/1/15,20.09,17
2019/1/16,20.6,18
2019/1/17,20.31,18
2019/1/18,20.01,17
2019/1/21,19.98,16
2019/1/22,21.04,19
2019/1/23,20.44,18
2019/1/24,20.45,18
2019/1/25,20.37,18
2019/1/28,20.32,18
2019/1/29,20.24,18
2019/1/30,19.98,17
2019/1/31,19.71,16
2019/2/1,20.11,17
2019/2/11,20.41,17
2019/2/12,20.87,18
2019/2/13,21.06,18
2019/2/14,22.95,21
2019/2/15,22.85,20
2019/2/18,23,20
2019/2/19,24.14,22
2019/2/20,24.06,22
2019/2/21,24,21
2019/2/22,25.31,23
2019/2/25,27.84,26
2019/2/26,30.31,30
2019/2/27,29.9,30
2019/2/28,29.45,29
2019/3/1,29.8,30
2019/3/4,29.73,30
2019/3/5,30.31,30
2019/3/6,31.65,32
2019/3/7,31.3,32
2019/3/8,30.4,31
2019/3/11,29.21,29
2019/3/12,30.4,30
2019/3/13,31.09,33
2019/3/14,28.68,29
2019/3/15,28.25,28
2019/3/18,28.38,28
2019/3/19,29.19,29
2019/3/20,29.03,29
2019/3/21,28.98,29
2019/3/22,28.9,29
2019/3/25,28.22,28
2019/3/26,28.33,29
2019/3/27,27.13,27
2019/3/28,26.67,25
2019/3/29,29.34,29
2019/4/1,29.2,29
2019/4/2,30,30
2019/4/3,29.9,30
2019/4/4,29.85,30
2019/4/8,29.98,31
2019/4/9,29.24,29
2019/4/10,30.2,30
2019/4/11,31.5,33
2019/4/12,30.39,31
2019/4/15,30.26,31
2019/4/16,30.5,30
2019/4/17,33.55,34
2019/4/18,34.08,35
2019/4/19,34.09,35
2019/4/22,36.49,38
2019/4/23,36.76,39
2019/4/24,35.53,38
2019/4/25,35.02,38
2019/4/26,33.65,35
2019/4/29,34.17,36
2019/4/30,33.85,36
2019/5/6,32.15,35
2019/5/7,28.94,29
2019/5/8,29.01,29
2019/5/9,28.89,29
2019/5/10,28.3,27
2019/5/13,30.88,32
2019/5/14,30.21,31
2019/5/15,29.95,30
2019/5/16,30.51,32
2019/5/17,29.62,31
2019/5/20,28.5,29
2019/5/21,27.9,27
2019/5/22,29.2,29
2019/5/23,29.48,31
2019/5/24,28.24,28
2019/5/27,28.25,28
2019/5/28,29.29,30
2019/5/29,29.3,30
2019/5/30,29.16,30
2019/5/31,28.38,28
2019/6/3,28.76,28
2019/6/4,30.29,31
2019/6/5,30.5,31
2019/6/6,32.09,34
2019/6/10,29.78,30
2019/6/11,31.02,32
2019/6/12,31.62,33
2019/6/13,31.47,33
2019/6/14,31.22,33
2019/6/17,30.28,31
2019/6/18,29.92,31
2019/6/19,30,30
2019/6/20,30.97,31
2019/6/21,31.97,33
2019/6/24,31.93,34
2019/6/25,31.3,32
2019/6/26,31.58,33
2019/6/27,31.48,32
2019/6/28,32.81,35
